archetype,branch,node_order,unlock_level_project_v1,required_branch_points_project_v1,skill_point_cost_project_v1,ability_id,primary_prereq_ability_id,additional_prereq_ability_ids,is_branch_root,is_capstone,raw_training_cost,purchase_status,evidence,project_status
Scientist,Medical,13,30,12,1,1215,999,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Medical,14,30,12,1,997,993,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Medical,15,30,12,1,1000,997,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Medical,16,35,14,1,1217,1000,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Medical,17,35,14,1,1226,1215,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Medical,18,40,16,1,1227,1226,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Medical,19,40,16,1,1952,1217,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Medical,20,45,18,1,1223,994,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Medical,21,45,18,1,1225,1223,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Medical,22,50,20,1,1224,948,"1225,1952",False,True,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,1,1,0,1,1013,,,True,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,2,5,2,1,1016,1013,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,3,5,2,1,1014,1013,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,4,10,4,1,598,1013,,False,False,0,VERIFY RAW COST 0,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,5,10,4,1,1017,1016,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,6,15,6,1,713,598,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,7,15,6,1,1015,1014,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,8,20,8,1,1018,1017,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,9,20,8,1,1005,713,,False,False,0,VERIFY RAW COST 0,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,10,25,10,1,1012,1015,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,11,25,10,1,1019,1018,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,12,30,12,1,891,1005,,False,False,0,VERIFY RAW COST 0,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,13,30,12,1,1236,1012,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,14,35,14,1,1474,891,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,15,35,14,1,1229,1013,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,16,40,16,1,1231,1019,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,17,40,16,1,1230,1229,,False,False,0,VERIFY RAW COST 0,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,18,45,18,1,1232,1231,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,19,45,18,1,2955,1232,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Support,20,50,20,1,1235,1013,"2955,1230",False,True,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Robotics,1,1,0,1,962,,,True,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Robotics,2,5,2,1,943,962,,False,False,0,VERIFY RAW COST 0,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Robotics,3,10,4,1,963,962,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Robotics,4,10,4,1,967,962,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Robotics,5,15,6,1,964,963,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Robotics,6,15,6,1,972,962,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Robotics,7,20,8,1,965,964,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Robotics,8,20,8,1,968,967,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Robotics,9,25,10,1,971,972,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Robotics,10,30,12,1,944,943,,False,False,0,VERIFY RAW COST 0,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Robotics,11,30,12,1,966,965,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Robotics,12,35,14,1,1206,971,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Robotics,13,35,14,1,1214,968,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Robotics,14,40,16,1,1212,1206,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Robotics,15,40,16,1,945,944,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Robotics,16,45,18,1,1207,1214,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Scientist,Robotics,17,50,20,1,1213,962,"1207,945",False,True,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,1,1,0,1,778,,,True,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,2,5,2,1,746,778,,False,False,0,VERIFY RAW COST 0,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,3,5,2,1,1081,778,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,4,10,4,1,784,1081,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,5,10,4,1,781,778,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,6,15,6,1,788,781,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,7,15,6,1,779,746,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,8,20,8,1,1183,784,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,9,20,8,1,1082,1183,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,10,25,10,1,789,788,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,11,25,10,1,792,779,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,12,25,10,1,791,789,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,13,30,12,1,1191,778,,False,False,0,VERIFY RAW COST 0,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,14,30,12,1,1192,791,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,15,35,14,1,2074,1192,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,16,35,14,1,1187,1082,,False,False,0,VERIFY RAW COST 0,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,17,40,16,1,1083,1187,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,18,40,16,1,1188,1083,,False,False,0,VERIFY RAW COST 0,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,19,45,18,1,1190,2074,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,20,45,18,1,2099,1190,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Anthropology,21,50,20,1,1184,778,"2099,1188",False,True,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,1,1,0,1,643,,,True,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,2,5,2,1,751,643,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,3,5,2,1,753,751,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,4,10,4,1,1178,753,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,5,10,4,1,1181,1178,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,6,15,6,1,1179,1181,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,7,15,6,1,1182,1179,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,8,20,8,1,752,1182,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,9,20,8,1,1180,752,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,10,25,10,1,754,1180,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,11,25,10,1,742,643,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,12,30,12,1,743,742,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,13,30,12,1,1451,643,,False,False,0,VERIFY RAW COST 0,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,14,35,14,1,706,643,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,15,35,14,1,654,706,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,16,40,16,1,598,654,,False,False,0,VERIFY RAW COST 0,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,17,40,16,1,718,598,,False,False,0,VERIFY RAW COST 0,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,18,45,18,1,1638,718,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,19,45,18,1,2848,743,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Sociology,20,50,20,1,777,643,"2848,1638",False,True,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,1,1,0,1,802,,,True,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,2,5,2,1,809,802,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,3,5,2,1,811,809,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,4,10,4,1,817,802,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,5,10,4,1,677,802,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,6,15,6,1,678,677,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,7,15,6,1,679,678,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,8,15,6,1,680,679,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,9,20,8,1,681,680,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,10,20,8,1,682,681,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,11,20,8,1,683,682,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,12,25,10,1,684,683,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,13,25,10,1,685,684,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,14,30,12,1,686,685,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,15,30,12,1,1552,802,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,16,30,12,1,815,686,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,17,35,14,1,1193,811,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,18,35,14,1,1194,1193,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,19,35,14,1,1197,817,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,20,40,16,1,2507,1194,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,21,40,16,1,2508,2507,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,22,45,18,1,813,815,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,23,45,18,1,1196,813,,False,False,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Archaeologist,Archaeology,24,50,20,1,1195,802,"1196,2508",False,True,1,SUPPORTED AS TRAINABLE,SECONDARY-EVIDENCE STRONG branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,1,1,0,1,1533,,,True,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,2,5,2,1,1174,1533,,False,False,0,VERIFY RAW COST 0,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,3,5,2,1,1535,1533,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,4,10,4,1,1534,1533,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,5,10,4,1,1537,1533,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,6,15,6,1,1536,1174,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,7,15,6,1,1539,1536,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,8,15,6,1,1543,1533,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,9,20,8,1,1538,1535,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,10,20,8,1,1541,1539,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,11,20,8,1,1540,1533,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,12,25,10,1,1546,1540,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,13,25,10,1,3167,1546,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,14,30,12,1,1547,1538,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,15,30,12,1,1544,1547,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,16,30,12,1,1545,1533,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,17,35,14,1,1542,1545,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,18,35,14,1,3166,1542,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,19,35,14,1,3168,1534,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,20,40,16,1,3161,3168,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,21,40,16,1,3169,3166,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,22,45,18,1,3170,1533,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,23,45,18,1,3171,3170,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Attack Programs,24,50,20,1,3173,1533,"3171,3169",False,True,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,1,1,0,1,1561,,,True,False,0,VERIFY RAW COST 0,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,2,5,2,1,1564,1561,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,3,5,2,1,1572,1561,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,4,10,4,1,1574,1561,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,5,10,4,1,1566,1572,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,6,15,6,1,1569,1564,,False,False,0,VERIFY RAW COST 0,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,7,15,6,1,1563,1566,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,8,20,8,1,1565,1569,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,9,20,8,1,1573,1563,,False,False,0,VERIFY RAW COST 0,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,10,25,10,1,1575,1574,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,11,25,10,1,1567,1573,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
Asgard,Defensive Programs,12,25,10,1,1571,1565,,False,False,1,SUPPORTED AS TRAINABLE,SOURCE-BACKED branch; level/order/prerequisites = PROJECT FINAL v1,FINAL_V1
