chunk	actor	mesh	bw_x	bw_y	bw_z	archetype_path
Harset-00000002	StaticMeshActor	Em-Props:EM-SecurityCam01_Arm	212.539	-63.680	91.987	Em-Props.EM-SecurityCam00_Pf0.EM-SecurityCam00_Pf0_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	Em-Props:EM-WallLight00	213.458	-36.920	8.452	Em-Props.EM-WallLight00_Pf0.EM-WallLight00_Pf0_Arc2.StaticMeshComponent0
Harset-00000002	StaticMeshActor	Em-Props:EM-ViewScreen02	219.520	-34.240	20.170	Em-Props.EM-ViewScreen02_Pf0.EM-ViewScreen02_Pf0_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	Em-Props:EM-ViewScreen02	218.938	-34.240	19.381	Em-Props.EM-ViewScreen02_Pf0.EM-ViewScreen02_Pf0_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	Em-Props:EM-WallLight00	205.300	-36.920	64.120	Em-Props.EM-WallLight00_Pf0.EM-WallLight00_Pf0_Arc2.StaticMeshComponent0
Harset-00000002	StaticMeshActor	Em-Props:EM-WallLight00	212.070	-36.920	64.120	Em-Props.EM-WallLight00_Pf0.EM-WallLight00_Pf0_Arc2.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Building:GA-Base_Simp00	221.000	-41.370	37.760	GA-Building.GA-Base_Simp00_Pf0.GA-Base_Simp00_Pf0_Arc0.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Props:GA-Torch00	203.910	-69.140	29.940	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Props:GA-Torch00	204.070	-69.150	42.400	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Props:GA-Torch00	211.970	-69.160	31.400	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Props:GA-Torch00	211.980	-69.160	40.220	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Props:GA-Torch00	220.040	-69.160	48.880	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Props:GA-Torch00	220.240	-69.160	22.660	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Props:GA-Torch00	244.870	-69.160	23.070	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Props:GA-Torch00	244.930	-69.160	48.630	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Props:GA-Torch00	212.830	-69.160	71.140	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Props:GA-Torch00	252.250	-69.160	70.980	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Props:GA-Torch00	252.450	-69.160	0.750	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Props:GA-Torch00	212.870	-69.160	0.590	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Interior:GA-small_doorway_open_a_00	206.840	-70.440	35.940	GA-Interior.GA-small_doorway_open_a_00_Pf0.GA-small_doorway_open_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Building:GA-Top01	216.880	-37.650	53.520	GA-Building.GA-Top01_Pf0.GA-Top01_Pf0_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	EM_Earth_Military:EM-WaterTower00	248.960	-23.360	46.080	EM_Earth_Military.EM-WaterTower00_Pf0.EM-WaterTower00_Pf0_Arc1.StaticMeshComponent0
Harset-00000002	StaticMeshActor	GA-Building:GA-Top01	216.880	-37.650	19.120	GA-Building.GA-Top01_Pf0.GA-Top01_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Interior:GA-small_doorway_open_a_00	-197.740	-42.500	37.660	GA-Interior.GA-small_doorway_open_a_00_Pf0.GA-small_doorway_open_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_00	-274.020	-50.340	32.890	GA-Interior.GA-hallway_decor_torch_00_Pf0.GA-hallway_decor_torch_00_Pf0_Arc0.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_00	-274.020	-50.340	41.980	GA-Interior.GA-hallway_decor_torch_00_Pf0.GA-hallway_decor_torch_00_Pf0_Arc0.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-200.780	-41.280	43.880	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-249.890	-50.370	31.470	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-204.380	-69.120	29.840	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Interior:GA-small_doorway_close_a_00	-273.260	-51.620	57.600	GA-Interior.GA-small_doorway_close_a_00_Pf0.GA-small_doorway_close_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-204.380	-69.120	42.080	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_01	-257.920	-47.200	33.440	GA-Interior.GA-hallway_decor_torch_01_Pf0.GA-hallway_decor_torch_01_Pf0_Arc2.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Interior:GA-hallway_decor_torch_01	-257.920	-47.200	41.600	GA-Interior.GA-hallway_decor_torch_01_Pf0.GA-hallway_decor_torch_01_Pf0_Arc2.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-213.360	-69.120	49.720	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-213.520	-69.120	22.320	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-252.960	-69.120	24.120	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-252.640	-69.120	48.480	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-252.640	-69.120	54.800	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-252.960	-69.120	15.920	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-254.720	-69.120	30.440	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-254.720	-69.120	42.040	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-213.520	-69.120	13.080	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-213.360	-69.120	57.320	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-213.360	-69.120	63.960	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-228.100	-69.120	73.120	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-238.980	-69.120	73.500	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-252.640	-69.120	62.040	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-248.320	-69.120	71.760	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-218.120	-69.120	71.760	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Interior:GA-small_doorway_close_a_00	-273.260	-51.620	17.920	GA-Interior.GA-small_doorway_close_a_00_Pf0.GA-small_doorway_close_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-248.320	-69.120	1.040	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-218.120	-69.120	1.040	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-214.740	-38.180	25.810	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-214.130	-38.180	2.730	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-214.960	-38.210	64.530	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-200.990	-41.250	31.670	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-249.880	-50.340	43.860	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-241.060	-50.370	31.390	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-241.010	-50.360	43.750	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-258.900	-50.380	23.460	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-258.660	-50.370	52.250	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-277.760	-50.340	52.420	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-277.620	-50.340	23.250	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Props:GA-Torch00	-215.140	-38.180	49.350	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Interior:GA-small_doorway_open_a_00	-252.780	-51.540	37.660	GA-Interior.GA-small_doorway_open_a_00_Pf0.GA-small_doorway_open_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Interior:GA-small_hallway_ramp_a_00	-225.300	-42.580	37.680	GA-Interior.GA-small_hallway_ramp_a_00_Pf0.GA-small_hallway_ramp_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Interior:GA-small_hallway_straight_a_1024_00	-207.340	-42.500	37.660	GA-Interior.GA-small_hallway_straight_a_1024_00_Pf0.GA-small_hallway_straight_a_1024_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffd	StaticMeshActor	GA-Interior:GA-small_hallway_straight_a_1024_00	-243.180	-51.540	37.660	GA-Interior.GA-small_hallway_straight_a_1024_00_Pf0.GA-small_hallway_straight_a_1024_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Building:GA-TowTall01	-226.040	-41.360	37.720	GA-Building.GA-TowTall01_Pf0.GA-TowTall01_Pf0_Arc0.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-194.000	-69.120	54.560	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-143.600	-60.160	67.920	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-143.760	-60.160	55.680	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-139.680	-60.160	67.760	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-139.520	-60.160	55.520	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Interior:GA-small_hallway_straight_a_512_00	-200.520	-70.440	36.080	GA-Interior.GA-small_hallway_straight_a_512_00_Pf0.GA-small_hallway_straight_a_512_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Interior:GA-small_doorway_open_a_00	-207.560	-70.440	36.080	GA-Interior.GA-small_doorway_open_a_00_Pf0.GA-small_doorway_open_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	Env-DD:DD-Palm05	-114.160	-60.360	76.480	Env-DD.DD-Palm05_Pf0.DD-Palm05_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	Env-DD:DD-Palm05	-114.160	-60.360	24.320	Env-DD.DD-Palm05_Pf0.DD-Palm05_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-197.320	-41.130	48.850	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-StreetLamp00	-103.041	-60.220	43.817	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	Env-DD:DD-Palm07	-111.600	-60.360	48.440	Env-DD.DD-Palm07_Pf0.DD-Palm07_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Props:JF-Torch00	-189.800	-41.120	41.930	JF-Props.JF-Torch00_Pf0.JF-Torch00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Props:JF-Torch00	-189.850	-41.080	33.810	JF-Props.JF-Torch00_Pf0.JF-Torch00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-StreetLamp00	-102.795	-60.220	83.400	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-StreetLamp00	-102.785	-60.220	26.215	GA-Props.GA-StreetLamp00_Pf0.GA-StreetLamp00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	Env-DD:DD-PalmBush01	-112.840	-60.360	72.080	Env-DD.DD-PalmBush01_Pf0.DD-PalmBush01_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	Env-DD:DD-PalmBush01	-114.600	-60.360	51.800	Env-DD.DD-PalmBush01_Pf0.DD-PalmBush01_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	Env-DD:DD-PalmBush01	-112.840	-60.360	19.920	Env-DD.DD-PalmBush01_Pf0.DD-PalmBush01_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Props:JF-Brazier00	-196.040	-41.290	94.140	JF-Props.JF-Brazier00_Pf0.JF-Brazier00_Pf0_Arc0.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	SGW_fluids:TOL-FluidPlaneCircle_Flat00	-176.615	-40.830	80.073	JF-Props.JF-Brazier01_Pf0.JF-Brazier01_Pf0_Arc0.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	SGW_fluids:TOL-FluidPlaneCircle_Flat00	-176.615	-41.000	80.073	JF-Props.JF-Brazier01_Pf0.JF-Brazier01_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	SGW_fluids:TOL-FluidPlaneCircle_Flat00	-176.618	-38.520	80.063	JF-Props.JF-Brazier01_Pf0.JF-Brazier01_Pf0_Arc2.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-192.080	-69.120	4.240	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Props:JF-WallTorch01	-153.340	-39.320	31.460	JF-Props.JF-WallTorch01_Pf0.JF-WallTorch01_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Props:JF-WallTorch01	-159.680	-39.320	39.700	JF-Props.JF-WallTorch01_Pf0.JF-WallTorch01_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Props:JF-Brazier01	-176.620	-41.400	80.100	JF-Props.JF-Brazier01_Pf0.JF-Brazier01_Pf0_Arc12.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Props:JF-WallTorch01	-153.340	-39.320	39.800	JF-Props.JF-WallTorch01_Pf0.JF-WallTorch01_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Props:JF-WallTorch01	-154.098	-39.500	22.045	JF-Props.JF-WallTorch01_Pf0.JF-WallTorch01_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Props:JF-Brazier00	-192.020	-40.270	82.020	JF-Props.JF-Brazier00_Pf0.JF-Brazier00_Pf0_Arc0.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Props:JF-WallTorch01	-191.840	-39.600	34.800	JF-Props.JF-WallTorch01_Pf0.JF-WallTorch01_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-192.240	-69.120	68.160	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-180.400	-69.120	68.000	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-181.360	-69.120	38.560	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Props:JF-Brazier00	-140.810	-40.640	19.080	JF-Props.JF-Brazier00_Pf0.JF-Brazier00_Pf0_Arc0.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-197.240	-41.150	26.280	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-181.280	-69.120	33.680	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-126.760	-60.140	6.890	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-126.640	-60.140	58.220	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-126.690	-60.140	65.540	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-126.530	-60.140	14.190	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Arch:JF-HighWallArch00	-156.480	-41.280	35.660	JF-Arch.JF-HighWallArch00_Pf0.JF-HighWallArch00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-180.160	-69.120	4.080	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-194.000	-69.120	66.240	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Buildings:JF-LargeBuilding_FrontEnt00	-135.440	-40.780	61.620	JF-Buildings.JF-LargeBuilding_FrontEnt00_Pf0.JF-LargeBuilding_FrontEnt00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-Torch00	-139.440	-60.160	4.320	GA-Props.GA-Torch00_Pf1.GA-Torch00_Pf1_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Props:JF-WallTorch01	-159.680	-39.320	31.360	JF-Props.JF-WallTorch01_Pf0.JF-WallTorch01_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-StreetLamp_Single00	-105.666	-57.460	40.597	GA-Props.GA-StreetLamp_Single00_Pf0.GA-StreetLamp_Single00_Pf0_Arc3.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Props:GA-StreetLamp_Single00	-105.746	-57.440	30.403	GA-Props.GA-StreetLamp_Single00_Pf0.GA-StreetLamp_Single00_Pf0_Arc3.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Props:JF-BrazierCenter01	-135.123	-41.020	10.857	JF-Props.JF-BrazierCenter01_Pf0.JF-BrazierCenter01_Pf0_Arc0.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	SGW_fluids:TOL-FluidPlaneCircle_Flat00	-135.151	-38.230	10.857	JF-Props.JF-BrazierCenter01_Pf0.JF-BrazierCenter01_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Props:JF-WallTorch01	-191.840	-39.600	40.640	JF-Props.JF-WallTorch01_Pf0.JF-WallTorch01_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Props:JF-Brazier00	-130.160	-40.780	1.730	JF-Props.JF-Brazier00_Pf0.JF-Brazier00_Pf0_Arc0.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Props:JF-Brazier00	-140.840	-40.780	2.020	JF-Props.JF-Brazier00_Pf0.JF-Brazier00_Pf0_Arc0.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Buildings:JF-Tent03	-186.320	-41.120	31.200	JF-Buildings.JF-Tent03_Pf0.JF-Tent03_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Buildings:JF-Tent03	-154.304	-41.280	84.498	JF-Buildings.JF-Tent03_Pf0.JF-Tent03_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Buildings:JF-Tent03	-154.451	-41.280	89.835	JF-Buildings.JF-Tent03_Pf0.JF-Tent03_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Buildings:JF-Tent03	-154.860	-41.280	77.744	JF-Buildings.JF-Tent03_Pf0.JF-Tent03_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Buildings:JF-Tent03	-153.871	-41.369	96.646	JF-Buildings.JF-Tent03_Pf0.JF-Tent03_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	Env-DD:DD-Palm00	-112.120	-60.360	22.840	Env-DD.DD-Palm00_Pf0.DD-Palm00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Props:JF-Brazier00	-130.120	-40.780	18.630	JF-Props.JF-Brazier00_Pf0.JF-Brazier00_Pf0_Arc0.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	Env-DD:DD-Palm00	-112.120	-60.360	75.000	Env-DD.DD-Palm00_Pf0.DD-Palm00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	Env-DD:DD-Palm01	-114.520	-60.360	20.920	Env-DD.DD-Palm01_Pf0.DD-Palm01_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Interior:GA-small_doorway_open_a_00	-132.040	-61.480	61.680	GA-Interior.GA-small_doorway_open_a_00_Pf0.GA-small_doorway_open_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Interior:GA-small_doorway_open_a_00	-132.040	-61.480	10.480	GA-Interior.GA-small_doorway_open_a_00_Pf0.GA-small_doorway_open_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Building:GA-Barracks01	-198.090	-41.280	84.350	GA-Building.GA-Barracks01_Pf0.GA-Barracks01_Pf0_Arc2.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Interior:GA-small_hallway_3way_a_00	-187.720	-70.440	36.080	GA-Interior.GA-small_hallway_3way_a_00_Pf0.GA-small_hallway_3way_a_00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	JF-Buildings:JF-LargeBuilding_FrontEnt00	-135.440	-40.780	10.460	JF-Buildings.JF-LargeBuilding_FrontEnt00_Pf0.JF-LargeBuilding_FrontEnt00_Pf0_Arc1.StaticMeshComponent0
Harset-0000fffe	StaticMeshActor	GA-Interior:GA-small_hallway_elbow_a_00	-187.720	-70.440	61.680	GA-Interior.GA-small_hallway_elbow_a_00_Pf0.GA-small_hallway_elbow_a_00_Pf0_Arc1.StaticMeshComponent0
